HITId	HITTypeId	Title	Description	Keywords	Reward	CreationTime	MaxAssignments	RequesterAnnotation	AssignmentDurationInSeconds	AutoApprovalDelayInSeconds	Expiration	NumberOfSimilarHITs	LifetimeInSeconds	AssignmentId	WorkerId	AssignmentStatus	AcceptTime	SubmitTime	AutoApprovalTime	ApprovalTime	RejectionTime	RequesterFeedback	WorkTimeInSeconds	LifetimeApprovalRate	Last30DaysApprovalRate	Last7DaysApprovalRate	Input.HITId	Input.AssignmentId	Input.WorkerId	Input.ImageUrl	Input.ActionTag	Answer.tag1	Answer.tag10	Answer.tag2	Answer.tag3	Answer.tag4	Answer.tag5	Answer.tag6	Answer.tag7	Answer.tag8	Answer.tag9	Approve	Reject
3TTPFEFXCT5WGN8ZLNNEAJ4PY5F6HK	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			3DEL4X4EL76X7GFEMC5TKG8WDATXYC	A2VI55LKT5L4KB	Submitted	Wed Apr 27 05:38:42 PDT 2016	Wed Apr 27 05:40:38 PDT 2016	Thu Apr 28 05:40:38 PDT 2016				116	100% (411/412)	100% (47/47)	0% (0/0)	33KGGVH24U2YVR7HKLTJI912EDWX16	3IHR8NYAM8MC00Z3BE75AEIMFT74PX	A1LAWF0DZJI2XP	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_aeepyvekvecygfbi.jpg	relax on bed	entering in room	{}	feeling tired	preparing the bed	relaxing on bed	{}	{}	{}	{}	{}		
3RQVKZ7ZRK4B5XJMLCPZTTYJ4XI27Y	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			3VHP9MDGRO534RNOQQHIHIG66IAFCS	A30027S322A173	Submitted	Wed Apr 27 09:54:56 PDT 2016	Wed Apr 27 09:57:20 PDT 2016	Thu Apr 28 09:57:20 PDT 2016				144	0% (0/0)	0% (0/0)	0% (0/0)	33KGGVH24U2YVR7HKLTJI912EDWX16	3IHR8NYAM8MC00Z3BE75AEIMFT74PX	A1LAWF0DZJI2XP	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_aeepyvekvecygfbi.jpg	look out the window	look at painting	sit at the desk	fluff the pillows	turn the light off	close the drapes	sit on the ottoman	turn the lamp off	vacuum the rug	dust the coffee table	sleep in the bed		
3P0I4CQYVYS42J9SGIV8SM03YTMWOZ	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			3LO69W1SU4Y2LVDPENGZ2M6516VLGK	AWGPEQB9IGWOH	Submitted	Wed Apr 27 10:13:11 PDT 2016	Wed Apr 27 10:14:13 PDT 2016	Thu Apr 28 10:14:13 PDT 2016				62	0% (0/0)	0% (0/0)	0% (0/0)	33KGGVH24U2YVR7HKLTJI912EDWX16	3MRNMEIQW6RZ9B3YCXFRW138NWYDLK	A26G21TXRX9OZE	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_aeepyvekvecygfbi.jpg	sleep	wake up	get out of the bed	pull covers over head	remove covers	punch alarm	stare out window	ring for service	order food delivery	eat eggs in bed	sip coffee		
3B623HUYJ4B8AA53PWWBYB7IDBM8ST	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			3Z7ISHFUH1G7X5OBAQVKIO05SXKZ8X	A161AJDHLJVCLZ	Submitted	Wed Apr 27 11:31:09 PDT 2016	Wed Apr 27 11:31:55 PDT 2016	Thu Apr 28 11:31:55 PDT 2016				46	0% (0/0)	0% (0/0)	0% (0/0)	33KGGVH24U2YVR7HKLTJI912EDWX16	3MRNMEIQW6RZ9B3YCXFRW138NWYDLK	A26G21TXRX9OZE	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_aeepyvekvecygfbi.jpg	drink coffee	lay in bed	close the window	vacuum the carpet	turn on the light	open the window	look out the window	read a book	get dressed	make the bed	change the sheets		
33BFF6QPI1WFGUG6XKBG4J2S32PW33	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			3WYGZ5XF3X0URU4YONYFC0CT0GGKSU	A5DOD116124LU	Submitted	Wed Apr 27 03:06:50 PDT 2016	Wed Apr 27 03:09:57 PDT 2016	Thu Apr 28 03:09:57 PDT 2016				187	0% (0/0)	0% (0/0)	0% (0/0)	33KGGVH24U2YVR7HKLTJI912EDWX16	3PDJHANYK61Y265TBPSFY309PT1H6O	A1WD0DK58AKBVE	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_aeepyvekvecygfbi.jpg	can sleep in bed	Fold down comforter	close eyes	fold down flat sheet	fluff pillows	turn off light	climb into bed	get comfortable	pull up flat sheet over body	pull up comforter over body	Lay head on pillow		
3S1WOPCJFGEWK8W4F59XYKCHSV7EJI	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			38F5OAUN5OXH66JYUZX74H05LL07HR	ACE3LIJ8AS313	Submitted	Wed Apr 27 04:10:04 PDT 2016	Wed Apr 27 04:23:08 PDT 2016	Thu Apr 28 04:23:08 PDT 2016				784	0% (0/0)	0% (0/0)	0% (0/0)	33KGGVH24U2YVR7HKLTJI912EDWX16	3PDJHANYK61Y265TBPSFY309PT1H6O	A1WD0DK58AKBVE	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_aeepyvekvecygfbi.jpg	can take rest in my room	Decide to Rest	{}	{}	{}	{}	{}	{}	{}	{}	{}		
3XT3KXP24ZJWCIJJR55ZAV54YIU6ID	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			3MAOD8E57RV3VHB0FAWI30AP9QPNXC	A2VI55LKT5L4KB	Submitted	Wed Apr 27 05:10:10 PDT 2016	Wed Apr 27 05:22:46 PDT 2016	Thu Apr 28 05:22:46 PDT 2016				756	100% (411/412)	100% (47/47)	0% (0/0)	33KGGVH24U2YVR7HKLTJI912EDWX16	3ZR9AIQJUCU9CJVJUTSFVDHE7LS40N	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_aeepyvekvecygfbi.jpg	vaccume cleaning fllor	take out vaccume cleaner from store	{}	step in room	plug in vaccume cleaner	start cleaning the floor	fully clean the floor	{}	{}	{}	{}		
3P6ENY9P79HC9730NOW37MUU7WAHIP	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			34PGFRQONPWSNRFPQ7848AF1R48WJI	A2VI55LKT5L4KB	Submitted	Wed Apr 27 01:34:11 PDT 2016	Wed Apr 27 01:36:26 PDT 2016	Thu Apr 28 01:36:26 PDT 2016				135	100% (411/412)	100% (47/47)	0% (0/0)	33KGGVH24U2YVR7HKLTJI912EDWX16	3ZR9AIQJUCU9CJVJUTSFVDHE7LS40N	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_aeepyvekvecygfbi.jpg	closed the curtains	entering in the room	{}	looking outside from the windows	closing the curtains	{}	{}	{}	{}	{}	{}		
3PKJ68EHDNH84IN656H3JN9UKBZHJ1	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			3HUTX6F6VV8KCM8FS0B2SZGYMT62OC	A1BS52YLDIGUD9	Submitted	Wed Apr 27 10:37:06 PDT 2016	Wed Apr 27 10:40:50 PDT 2016	Thu Apr 28 10:40:50 PDT 2016				224	0% (0/0)	0% (0/0)	0% (0/0)	30EMX9PEVK4S5B74YLTEOGG985VSKZ	34S9DKFK74ASVM1AK6IKMEHYAF4YNF	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_afpsekiwjngyarjc.jpg	changing bed sheet	Go get new set of sheets	Put back on bedspread and pillows	walk into bedroom	remove bedspread	remove pillows	remove set of sheets currently on bed	put all dirty sheets in pile	put clean bottom sheet on bed	put on flat sheet	tuck in all sides		
3DA79LNS59GNODCC2F65HZVTZ883TL	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			3HUTX6F6VV8KCM8FS0B2SZGYMR32O5	A3M6BEEYRWOCNL	Submitted	Wed Apr 27 07:40:29 PDT 2016	Wed Apr 27 07:41:57 PDT 2016	Thu Apr 28 07:41:57 PDT 2016				88	0% (0/0)	0% (0/0)	0% (0/0)	30EMX9PEVK4S5B74YLTEOGG985VSKZ	34S9DKFK74ASVM1AK6IKMEHYAF4YNF	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_afpsekiwjngyarjc.jpg	rearrange cushions	light fire	change sheets	light candles	lie on bed	sit in chair	open windows	turn off lights	admire view	clean windows	take nap		
33P2GD6NRND3F2TONRHFK297Z0ZHK0	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			31QNSG6A5SEODVI5RV31R476I2E87H	AQW490LUBLCIX	Submitted	Wed Apr 27 06:19:29 PDT 2016	Wed Apr 27 06:24:55 PDT 2016	Thu Apr 28 06:24:55 PDT 2016				326	0% (0/0)	0% (0/0)	0% (0/0)	30EMX9PEVK4S5B74YLTEOGG985VSKZ	3E4GGUZ1T9C1MVN0U8J9LIZP151K2C	A1KIMT9A4JOKL3	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_afpsekiwjngyarjc.jpg	have a pillow fight	Invite a friend over.	Give your friend a high five!	Locate pillows.	Take pillow in hands.	Have friend take a pillow in their hands	Swing pillow at friend.	Make sure the pillow hits your friend.	Friend will swing back.	Continue the pillow fight until tired.	Put the pillows back in place.		
3X7837UUADJS7T3P9NQZMWK4BXJ6JP	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			36ZN444YTSJON7MHH3WUFFNFBO0IOY	AWPB6NLJY46J6	Submitted	Wed Apr 27 10:30:28 PDT 2016	Wed Apr 27 10:31:51 PDT 2016	Thu Apr 28 10:31:51 PDT 2016				83	0% (0/0)	0% (0/0)	0% (0/0)	30EMX9PEVK4S5B74YLTEOGG985VSKZ	3LPW2N6LKUN7OOBZ65P9PCBZN6Q5UV	A1PNMLLHQTMYLW	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_afpsekiwjngyarjc.jpg	enjoy the view	Get up from bed.	Enjoy the view.	Walk around bed.	Walk over to window.	Walk over to armchair.	Sit down in arm chair.	Adjust sitting position to turn head easily.	Get comfortable in new position.	Look at window.	Look past window glass.		
3FJ2RVH25ZRFJG7F09NJ7PPPZN629A	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			3DI28L7YXBZRBADUFI8SI4CFQJAE1N	A2VI55LKT5L4KB	Submitted	Wed Apr 27 05:40:39 PDT 2016	Wed Apr 27 06:04:16 PDT 2016	Thu Apr 28 06:04:16 PDT 2016				1417	100% (411/412)	100% (47/47)	0% (0/0)	30EMX9PEVK4S5B74YLTEOGG985VSKZ	3MB8LZR5BGE7NH984E1E0EYY75TKL2	AHFOTIHY4RM8Q	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_afpsekiwjngyarjc.jpg	Take a nap on the bed	enter in room	{}	feeling tired	lying on bed	take a nap on the bed	{}	{}	{}	{}	{}		
30QQTY5GMK5KP9SO4WZ5ZCTBNO1U78	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			3TK8OJTYM26BUDIIVA8SJ4IZTWOPVH	A2OKWYEHSQI1M	Submitted	Wed Apr 27 12:02:19 PDT 2016	Wed Apr 27 12:03:43 PDT 2016	Thu Apr 28 12:03:43 PDT 2016				84	0% (0/0)	0% (0/0)	0% (0/0)	30EMX9PEVK4S5B74YLTEOGG985VSKZ	3ZQIG0FLQF11EMFJ7WMNBYQVLA3VWR	A5KF76PFKM98N	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_afpsekiwjngyarjc.jpg	Take a nap	take off any shoes or uncomforatable clothing	{}	remove decorative pillows from bed	pull sheets and comforter back	get into bed	adjust pillows and comforter to your liking	nap	{}	{}	{}		
3W5PY7V3UPSUQDDVF6LR5N4XA7CJY2	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			33FOTY3KEN6CECTGJR2XSGCC57W1CG	A2VI55LKT5L4KB	Submitted	Wed Apr 27 04:35:22 PDT 2016	Wed Apr 27 04:36:34 PDT 2016	Thu Apr 28 04:36:34 PDT 2016				72	100% (411/412)	100% (47/47)	0% (0/0)	30EMX9PEVK4S5B74YLTEOGG985VSKZ	3ZQIG0FLQF11EMFJ7WMNBYQVLA3VWR	A5KF76PFKM98N	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_afpsekiwjngyarjc.jpg	Read a book	entering room with a book in hand	{}	make myself comfirtable on bed	resting on bed	start reading book	{}	{}	{}	{}	{}		
3W5PY7V3UPSUQDDVF6LR5N4XA7BYJG	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			3QJOXOW4XKCO7ZZJ84RQ2W0IOV5EMX	AWGPEQB9IGWOH	Submitted	Wed Apr 27 10:09:30 PDT 2016	Wed Apr 27 10:10:36 PDT 2016	Thu Apr 28 10:10:36 PDT 2016				66	0% (0/0)	0% (0/0)	0% (0/0)	3GITHABACY608IB91J6OPQK9461N2W	336YQZE83WZOBG6QX3YNY2U5AKMM5J	A1KIMT9A4JOKL3	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_agibjestxutgphof.jpg	open the windows	sleep	think	have sex	nap	read	look out window	daydream	watch television	do crossword puzzles	use laptop		
3EKTG13IZUO0RMCHZO9TR7UI5M3MLH	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			3OLF68YTNAMFBCQQ6CLRBNQI6EUAFO	A161AJDHLJVCLZ	Submitted	Wed Apr 27 05:04:24 PDT 2016	Wed Apr 27 05:05:25 PDT 2016	Thu Apr 28 05:05:25 PDT 2016				61	0% (0/0)	0% (0/0)	0% (0/0)	3GITHABACY608IB91J6OPQK9461N2W	336YQZE83WZOBG6QX3YNY2U5AKMM5J	A1KIMT9A4JOKL3	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_agibjestxutgphof.jpg	turn the lights on and off	lay in bed	{}	make the bed	fluff the pillow	open the window	turn on the light	close the blinds	go to sleep	read a book	turn off the light		
3T2HW4QDUVSSHYZHX2CPJ2YBBEIC9S	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			3Z9WI9EOZ0951LQIDTMG8M5RR6FHKO	A2S00V7RUU121E	Submitted	Wed Apr 27 08:41:28 PDT 2016	Wed Apr 27 08:44:30 PDT 2016	Thu Apr 28 08:44:30 PDT 2016				182	0% (0/0)	0% (0/0)	0% (0/0)	3GITHABACY608IB91J6OPQK9461N2W	3AWETUDC93D0MB0OJC7BVDUJUABZIO	AHFOTIHY4RM8Q	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_agibjestxutgphof.jpg	Relax on the bed	sleep on the bed	pass away in bed	nap on the bed	rest on the bed	sit on the bed	jump on the bed	make the bed	make love on the bed	move the bed	lay in the bed		
388CL5C1RJ8EZ8B68RTGZ2MMO04HL3	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			3QEMNNSB2YK0UQEW83EHDWL7TTED7V	A3OG5VGNMPI0NF	Submitted	Wed Apr 27 07:02:23 PDT 2016	Wed Apr 27 07:03:29 PDT 2016	Thu Apr 28 07:03:29 PDT 2016				66	0% (0/0)	0% (0/0)	0% (0/0)	3GITHABACY608IB91J6OPQK9461N2W	3VNXK88KKD3Q2Q2BELCVXEIKN9LV94	AUD00RI8TJCOC	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_agibjestxutgphof.jpg	Sleep when I'm tired	enter the room	to to sleep	close the blinds	turn off the lights	take the decorative pillows off the bed	put the pillows on the end table	pull down the blankets	get in to bed	adjust the pillows	clear your mind		
3ECKRY5B1QHY0S3UTA2A7TYZ3MRZIX	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			3KMS4QQVK3BLNPZCI3YG51TEBQWFKG	A10R7MLEWIMFQV	Submitted	Wed Apr 27 07:27:02 PDT 2016	Wed Apr 27 07:27:59 PDT 2016	Thu Apr 28 07:27:59 PDT 2016				57	100% (1510/1512)	0% (0/0)	0% (0/0)	3GITHABACY608IB91J6OPQK9461N2W	3VNXK88KKD3Q2Q2BELCVXEIKN9LV94	AUD00RI8TJCOC	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_agibjestxutgphof.jpg	Take a quick nap	pick up pillow	open the door	pick up magazine	close the blinds	turn off the lamp	turn on blue lamp	pull blankets back	pick up pillows	sit at the table	pull the blinds up		
32CXT5U14GOOPNX7E1RBDCP6Y87U8V	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			392CY0QWG2CKJECZYJHL1HHAUX1I4P	AWPB6NLJY46J6	Submitted	Wed Apr 27 10:32:06 PDT 2016	Wed Apr 27 10:33:17 PDT 2016	Thu Apr 28 10:33:17 PDT 2016				71	0% (0/0)	0% (0/0)	0% (0/0)	3GITHABACY608IB91J6OPQK9461N2W	3W92K5RLWV27130ZBVZELYDI1DZV5A	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_agibjestxutgphof.jpg	closed the blinds	Get up from bed.	Walk away from windows and back to bed.	Walk around the bed.	Walk over to large window.	Raise hand.	Reach for the blind control stick.	Pull down on blind control stick.	Walk over to smaller window.	Reach for blind control stick.	Pull down on blind control stick.		
3PA41K45VNP7X4KSNA0BP66CF79P77	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			3ZAK8W07I5Z8THPY9ZJX8HF87FY0UN	AUDQ4ZF4XJ17D	Submitted	Wed Apr 27 05:46:58 PDT 2016	Wed Apr 27 05:49:54 PDT 2016	Thu Apr 28 05:49:54 PDT 2016				176	0% (0/0)	0% (0/0)	0% (0/0)	3GITHABACY608IB91J6OPQK9461N2W	3X4JMASXCNUTXIGS98223RNKHD8B0Z	AP0PKP3FMTBV3	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_agibjestxutgphof.jpg	Sleep on the bed	take throw pillows off bed	go to sleep	pull back covers	straighten pillows	close the blinds	lay down on bed	pull covers over self	straighten pillows under head	turn off the lights	close eyes		
3H6W48L9F4AMNJLTVI8NHM5T8YIWPG	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			3E1QT0TDFQUL2FZ1AM7YITXFWIN8IA	A32AFV5GNN54WX	Submitted	Wed Apr 27 05:39:36 PDT 2016	Wed Apr 27 05:43:52 PDT 2016	Thu Apr 28 05:43:52 PDT 2016				256	0% (0/0)	0% (0/0)	0% (0/0)	3GITHABACY608IB91J6OPQK9461N2W	3X4JMASXCNUTXIGS98223RNKHD8B0Z	AP0PKP3FMTBV3	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_agibjestxutgphof.jpg	Close the Venetian blinds	WALK INTO BEDROOM	GET UP AND START DAY	TURN BACK BED COVERS	SIT DOWN ON BED	REMOVE SLIPPERS	SLIDE INTO BED	TURN OFF LIGHT	GET COMFORTABLE	GO TO SLEEP	WAKE UP IN THE MORNING		
3MD8CKRQZZ8LTC191BTXXRB07KXRJ8	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			3B837J3LDPHGEYHTE77CDCY7V86RSQ	A2VI55LKT5L4KB	Submitted	Wed Apr 27 01:46:03 PDT 2016	Wed Apr 27 01:49:14 PDT 2016	Thu Apr 28 01:49:14 PDT 2016				191	100% (411/412)	100% (47/47)	0% (0/0)	3CVDZS288HLERU2LDD6VWUPY8KWFM8	3A4NIXBJ77K2D59BPQEUFRQ2WANML8	A2YD44TED3JY9O	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_ahjfetatjwwfibfm.jpg	Go to sleep	entering in the room	{}	closing all curtains	dimming lights	adjusting cushions	lying on bed	sleep on bed	{}	{}	{}		
3S37Y8CWI8L0YQZAXYGZEOUYH2LW4O	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			37U1UTWH9W7YVE2K0917WLY6JEA8RI	A2VI55LKT5L4KB	Submitted	Wed Apr 27 06:58:02 PDT 2016	Wed Apr 27 06:58:56 PDT 2016	Thu Apr 28 06:58:56 PDT 2016				54	100% (411/412)	100% (47/47)	0% (0/0)	3CVDZS288HLERU2LDD6VWUPY8KWFM8	3ERMJ6L4DZD3YKK9LWDKWM811QHM7Y	A3S5DWMCT53P8	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_ahjfetatjwwfibfm.jpg	Warm up exercise	entering in the room	{}	sitting on sofa	stretching hands and feet	start warm up exercise	{}	{}	{}	{}	{}		
